OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,TotalParoRegistrado,PAD_1C02,PAD_1_COD_PROV,PAD_1_COD_CCAA,Shape__Area,Shape__Length
1,01001,Alegría-Dulantzi,01,16,184,2856,01,16,37092694.4663086,48191.5685368662
2,01002,Amurrio,01,16,766,10260,01,16,179911447.932739,90623.6219858347
3,01003,Aramaio,01,16,18,1502,01,16,137706565.380493,58592.9140476931
4,01004,Artziniega,01,16,110,1840,01,16,51300778.0101318,31498.5240438716
5,01006,Armiñón,01,16,12,234,01,16,23802884.8815918,33293.805035854
6,01008,Arratzua-Ubarrundia,01,16,30,979,01,16,107422965.859497,89972.9346112103
7,01009,Asparrena,01,16,86,1630,01,16,118008144.150635,70669.9682119926
8,01010,Ayala/Aiara,01,16,111,2946,01,16,264340321.733643,88663.1915552995
9,01011,Baños de Ebro/Mañueta,01,16,6,308,01,16,17206801.2355957,24650.5913155995
10,01013,Barrundia,01,16,24,903,01,16,182865233.474854,80734.4861917157
11,01014,Berantevilla,01,16,25,449,01,16,66683914.673584,52853.5384035974
12,01016,Bernedo,01,16,20,499,01,16,242118724.943237,117480.802745472
13,01017,Campezo/Kanpezu,01,16,62,1059,01,16,157734527.973022,71370.0586931678
14,01018,Zigoitia,01,16,47,1727,01,16,190689591.114746,66723.0455623912
15,01019,Kripan,01,16,2,186,01,16,23011611.2509766,22267.6979232886
16,01020,Kuartango,01,16,14,368,01,16,193738038.99939,67625.2409215486
17,01021,Elburgo/Burgelu,01,16,20,612,01,16,58413461.3643799,82503.2324045707
18,01022,Elciego,01,16,64,1005,01,16,29992060.4295654,29558.8097481961
19,01023,Elvillar/Bilar,01,16,14,355,01,16,32204126.9476318,30286.9678315934
20,01027,Iruraiz-Gauna,01,16,16,514,01,16,87194894.6575928,114753.554268982
21,01028,Labastida/Bastida,01,16,122,1460,01,16,70850387.3028564,48359.7309016974
22,01030,Lagrán,01,16,4,168,01,16,89520962.1834717,58787.1598345539
23,01031,Laguardia,01,16,60,1478,01,16,148369417.903687,119147.910563856
24,01032,Lanciego/Lantziego,01,16,42,681,01,16,44584271.1966553,36774.798698111
25,01033,Lapuebla de Labarca,01,16,52,852,01,16,10959950.5217285,16735.26100238
26,01034,Leza,01,16,8,212,01,16,17913393.916748,23028.173838082
27,01036,Laudio/Llodio,01,16,1370,18212,01,16,70349200.9631348,37884.4032486068
28,01037,Arraia-Maeztu,01,16,26,722,01,16,227871650.605103,82782.1584585049
29,01039,Moreda de Álava/Moreda Araba,01,16,10,229,01,16,16183708.0426025,16818.8583855525
30,01041,Navaridas,01,16,6,226,01,16,16570925.7366943,16391.7526984042
31,01042,Okondo,01,16,64,1171,01,16,57443600.5770264,48032.7472786812
32,01043,Oyón-Oion,01,16,397,3326,01,16,83120332.6367188,57849.4337562085
33,01044,Peñacerrada-Urizaharra,01,16,6,269,01,16,114488216.44812,57862.1731322502
34,01046,Erriberagoitia/Ribera Alta,01,16,26,745,01,16,222726030.58667,114217.030006508
35,01047,Ribera Baja/Erribera Beitia,01,16,72,1353,01,16,47067024.9719238,42082.1131849662
36,01049,Añana,01,16,4,159,01,16,40306810.6057129,29416.2704223368
37,01051,Salvatierra/Agurain,01,16,424,4985,01,16,70426090.2670898,51730.5490728753
38,01052,Samaniego,01,16,4,303,01,16,15917589.7192383,22381.4958256141
39,01053,San Millán/Donemiliaga,01,16,32,717,01,16,158417662.7052,150265.399031152
40,01054,Urkabustaiz,01,16,66,1339,01,16,113992452.992188,52090.0864902251
41,01055,Valdegovía/Gaubea,01,16,44,1015,01,16,443525329.817505,143717.729256511
42,01056,Harana/Valle de Arana,01,16,8,237,01,16,70919294.9138184,52653.141894062
43,01057,Villabuena de Álava/Eskuernaga,01,16,14,292,01,16,15642386.4829102,19091.7620161013
44,01058,Legutio,01,16,99,1747,01,16,86196976.1887207,51874.7917787896
45,01059,Vitoria-Gasteiz,01,16,17754,244634,01,16,516113835.851563,152167.794961327
46,01060,Yécora/Iekora,01,16,8,269,01,16,34352679.251709,29572.0367103567
47,01061,Zalduondo,01,16,8,188,01,16,25675816.8608398,28752.9755286197
48,01062,Zambrana,01,16,28,398,01,16,73225021.2608643,60540.5374369807
49,01063,Zuia,01,16,68,2349,01,16,228929621.214478,69830.2655866317
50,01901,Iruña Oka/Iruña de Oca,01,16,193,3270,01,16,99445060.637207,48448.1027083912
51,01902,Lantarón,01,16,39,888,01,16,126006607.545898,87101.3535567362
52,02001,Abengibre,02,08,54,761,02,08,51326771.2263794,32589.190350158
53,02002,Alatoz,02,08,68,582,02,08,106111394.296997,48006.6437052696
54,02003,Albacete,02,08,16352,172426,02,08,1890077858.59308,316172.515745355
55,02004,Albatana,02,08,74,714,02,08,50015543.7808838,28900.1639782773
56,02005,Alborea,02,08,93,710,02,08,120454624.614075,46911.7545320311
57,02006,Alcadozo,02,08,89,688,02,08,163569187.942993,68783.3414868009
58,02007,Alcalá del Júcar,02,08,108,1217,02,08,244721816.1922,66481.5083097611
59,02008,Alcaraz,02,08,174,1463,02,08,609630059.674072,370651.863951079
60,02009,Almansa,02,08,2628,24800,02,08,878009861.059631,119740.514561076
61,02010,Alpera,02,08,270,2289,02,08,295829936.358643,72903.2825150455
62,02011,Ayna,02,08,56,690,02,08,240490211.694946,84054.0603840115
63,02012,Balazote,02,08,255,2346,02,08,107687272.898376,40805.6305424358
64,02013,Balsa de Ves,02,08,10,155,02,08,127529964.746338,51031.6606925298
65,02014,"Ballestero, El",02,08,30,427,02,08,228963990.278076,63436.8592338159
66,02015,Barrax,02,08,268,1903,02,08,315063297.925293,68152.2939620177
67,02016,Bienservida,02,08,122,634,02,08,148493706.040771,71987.7794221775
68,02017,Bogarra,02,08,132,920,02,08,272092075.575195,98700.5361175734
69,02018,Bonete,02,08,113,1123,02,08,206704747.12207,71607.6731944881
70,02019,"Bonillo, El",02,08,347,2889,02,08,832066514.710449,198588.511958345
71,02020,Carcelén,02,08,46,518,02,08,125332500.27594,49715.2101555772
72,02021,Casas de Juan Núñez,02,08,138,1318,02,08,147945999.182007,57004.7257662866
73,02022,Casas de Lázaro,02,08,36,380,02,08,184964975.376099,90847.9485483964
74,02023,Casas de Ves,02,08,58,654,02,08,208878818.735474,87804.4061047533
75,02024,Casas-Ibáñez,02,08,460,4555,02,08,172657747.038269,72490.0076905978
76,02025,Caudete,02,08,1062,10115,02,08,232884172.194458,63633.4901209138
77,02026,Cenizate,02,08,121,1204,02,08,105775299.876831,45531.1151795881
78,02027,Corral-Rubio,02,08,21,351,02,08,156197169.598877,54364.0475581335
79,02028,Cotillas,02,08,22,139,02,08,23610166.5325928,20180.7107066728
80,02029,Chinchilla de Monte-Aragón,02,08,392,4172,02,08,1123831856.65149,210814.112477814
81,02030,Elche de la Sierra,02,08,546,3711,02,08,391132884.322144,107320.14069342
82,02031,Férez,02,08,112,696,02,08,205626235.737183,72676.3322497688
83,02032,Fuensanta,02,08,34,310,02,08,39993227.4552612,34066.5429431111
84,02033,Fuente-Álamo,02,08,322,2574,02,08,219370510.295166,58461.6238657135
85,02034,Fuentealbilla,02,08,172,1876,02,08,180825588.524231,83638.6885383399
86,02035,"Gineta, La",02,08,236,2509,02,08,227456905.225098,64000.874692088
87,02036,Golosalvo,02,08,14,111,02,08,47030428.7817993,31664.877729278
88,02037,Hellín,02,08,3866,30419,02,08,1276055868.59985,191605.353104154
89,02038,"Herrera, La",02,08,44,340,02,08,104962129.490234,54264.8586199038
90,02039,Higueruela,02,08,78,1222,02,08,340337489.256042,111104.309953978
91,02040,Hoya-Gonzalo,02,08,50,666,02,08,189764472.42157,61862.7862541234
92,02041,Jorquera,02,08,44,377,02,08,113209520.339905,73764.5979679319
93,02042,Letur,02,08,151,973,02,08,428850840.535522,104486.66975742
94,02043,Lezuza,02,08,160,1458,02,08,597609325.18335,110927.767942996
95,02044,Liétor,02,08,238,1279,02,08,510121466.458862,100814.857250607
96,02045,Madrigueras,02,08,458,4671,02,08,122356458.422546,46291.6202645457
97,02046,Mahora,02,08,138,1355,02,08,180345094.56543,62028.4484183233
98,02047,Masegoso,02,08,4,121,02,08,170895735.214966,55054.7325501692
99,02048,Minaya,02,08,140,1543,02,08,116509221.339478,57002.5028921886
100,02049,Molinicos,02,08,118,893,02,08,234739828.388672,91821.2485946566
101,02050,Montalvos,02,08,4,108,02,08,41304534.9614868,30252.3756269767
102,02051,Montealegre del Castillo,02,08,166,2092,02,08,292853653.514587,70445.0828246234
103,02052,Motilleja,02,08,62,550,02,08,39681754.0696411,31850.2707414478
104,02053,Munera,02,08,360,3627,02,08,381326132.99939,75749.6336102608
105,02054,Navas de Jorquera,02,08,52,525,02,08,70632745.7233276,33661.1063899906
106,02055,Nerpio,02,08,166,1311,02,08,705684507.609497,124766.408655718
107,02056,Ontur,02,08,201,2111,02,08,89224442.5881958,39029.6497551013
108,02057,Ossa de Montiel,02,08,312,2422,02,08,403394404.199219,89017.0009137594
109,02058,Paterna del Madera,02,08,44,375,02,08,184138542.921387,69088.1794196633
110,02059,Peñascosa,02,08,34,333,02,08,310924517.926453,136135.18720869
111,02060,Peñas de San Pedro,02,08,150,1428,02,08,261301054.208862,94057.8017276701
112,02061,Pétrola,02,08,50,713,02,08,123035043.039856,52421.9187448924
113,02062,Povedilla,02,08,55,463,02,08,81284929.0541992,45607.3492209272
114,02063,Pozohondo,02,08,190,1698,02,08,224579248.218201,63234.2016673428
115,02064,Pozo-Lorente,02,08,45,409,02,08,134453390.346313,46981.7251847293
116,02065,Pozuelo,02,08,62,531,02,08,220668357.973511,62132.1344816581
117,02066,"Recueja, La",02,08,32,279,02,08,49515497.1133423,50384.9237274489
118,02067,Riópar,02,08,163,1410,02,08,132253069.747681,71043.1343750718
119,02068,Robledo,02,08,33,390,02,08,197873137.552734,66242.7892958992
120,02069,"Roda, La",02,08,1516,15748,02,08,664448078.482117,164703.267843274
121,02070,Salobre,02,08,36,523,02,08,81158055.99646,50295.8159160279
122,02071,San Pedro,02,08,161,1232,02,08,137003959.991089,47552.1602596205
123,02072,Socovos,02,08,302,1819,02,08,225654362.273682,82783.4205616076
124,02073,Tarazona de la Mancha,02,08,792,6460,02,08,354899790.489685,87098.2178524464
125,02074,Tobarra,02,08,762,7822,02,08,533098031.612915,102031.682419714
126,02075,Valdeganga,02,08,170,1976,02,08,117730163.374634,55163.0201917638
127,02076,Vianos,02,08,47,368,02,08,209833481.22644,117000.247549877
128,02077,Villa de Ves,02,08,8,63,02,08,95921522.7589111,45696.3467542153
129,02078,Villalgordo del Júcar,02,08,62,1128,02,08,78106996.8480225,42339.2291121859
130,02079,Villamalea,02,08,361,4082,02,08,214377873.000916,82171.0586568571
131,02080,Villapalacios,02,08,64,628,02,08,143306209.275635,53021.092211703
132,02081,Villarrobledo,02,08,2388,25589,02,08,1437751510.29346,181643.933936858
133,02082,Villatoya,02,08,10,110,02,08,31496872.6189575,28050.9212250595
134,02083,Villavaliente,02,08,18,234,02,08,57960964.835144,39334.6388060547
135,02084,Villaverde de Guadalimar,02,08,54,359,02,08,126342731.912476,61166.5134608965
136,02085,Viveros,02,08,30,337,02,08,107779459.419312,58399.4443510857
137,02086,Yeste,02,08,369,2818,02,08,832248934.664429,153920.326022273
138,02901,Pozo Cañada,02,08,300,2800,02,08,167510462.622864,80721.1061340377
139,03001,Adsubia,03,10,19,689,03,10,24235079.0712662,23610.5115510891
140,03002,Agost,03,10,466,4729,03,10,108727745.849487,51098.0957933179
141,03003,Agres,03,10,40,565,03,10,42585276.4244385,26352.4179941327
142,03004,Aigües,03,10,59,921,03,10,30204067.2550354,26372.5859302065
143,03005,Albatera,03,10,1085,11756,03,10,100178973.455505,44821.8555720358
144,03006,Alcalalí,03,10,48,1291,03,10,23709620.4825306,27706.1030996981
145,03007,Alcocer de Planes,03,10,14,221,03,10,7768982.86630249,16099.033222162
146,03008,Alcoleja,03,10,18,194,03,10,23917290.9501343,24610.3835576283
147,03009,Alcoy/Alcoi,03,10,5856,59198,03,10,213421695.097412,77263.5869222266
148,03010,Alfafara,03,10,16,399,03,10,32614832.1212158,24095.0348130962
149,03011,"Alfàs del Pi, l'",03,10,1104,21494,03,10,31631225.0096455,27080.0620577204
150,03012,Algorfa,03,10,184,3222,03,10,29493679.1355286,38230.4769334975
151,03013,Algueña,03,10,120,1391,03,10,30013209.5256653,37691.5582517208
152,03014,Alicante/Alacant,03,10,31248,330525,03,10,328098053.693054,189827.474774273
153,03015,Almoradí,03,10,2204,20138,03,10,40911267.7935181,40785.0669892038
154,03016,Almudaina,03,10,2,119,03,10,14529002.9786224,15808.4601791886
155,03017,"Alqueria d'Asnar, l'",03,10,43,517,03,10,1154651.80726624,6526.26937204617
156,03018,Altea,03,10,1742,21739,03,10,56409444.9140282,39547.5179038912
157,03019,Aspe,03,10,2310,20482,03,10,115351242.842651,48962.3287389142
158,03020,Balones,03,10,14,129,03,10,18513301.2421112,22040.732586936
159,03021,Banyeres de Mariola,03,10,412,7108,03,10,82680506.6244812,50387.7936808245
160,03022,Benasau,03,10,12,158,03,10,14863245.9598999,21034.2725322127
161,03023,Beneixama,03,10,94,1712,03,10,57400677.7177429,34235.2622671111
162,03024,Benejúzar,03,10,504,5364,03,10,14728558.6900024,19527.9389167568
163,03025,Benferri,03,10,161,1920,03,10,20023535.9729004,21212.7062111423
164,03026,Beniarbeig,03,10,140,1917,03,10,12190867.1118031,22624.0084899307
165,03027,Beniardá,03,10,10,202,03,10,25791501.932869,27058.120994142
166,03028,Beniarrés,03,10,86,1164,03,10,33354221.6915283,26297.946825065
167,03029,Benigembla,03,10,18,419,03,10,30384113.4026222,22551.6701829754
168,03030,Benidoleig,03,10,60,1117,03,10,12337727.0138202,16869.6707300845
169,03031,Benidorm,03,10,6428,66642,03,10,62657834.8137283,50162.2875585867
170,03032,Benifallim,03,10,8,114,03,10,22479307.7415161,23339.2553353956
171,03033,Benifato,03,10,12,158,03,10,19513708.513031,19918.5529957203
172,03034,Benijófar,03,10,190,3163,03,10,7184314.40805054,11346.0771244451
173,03035,Benilloba,03,10,90,769,03,10,15685793.4461975,21155.4889921933
174,03036,Benillup,03,10,10,100,03,10,5564593.19255066,13665.7990284963
175,03037,Benimantell,03,10,27,494,03,10,62359263.4682693,52891.2421349559
176,03038,Benimarfull,03,10,29,427,03,10,9180710.90895081,13345.5389261243
177,03039,Benimassot,03,10,12,99,03,10,15665550.0115814,17997.6446570683
178,03040,Benimeli,03,10,22,384,03,10,5785067.74653816,15708.3462559896
179,03041,Benissa,03,10,760,11000,03,10,114539033.023661,68994.6822057416
180,03042,"Benitachell/Poble Nou de Benitatxell, el",03,10,161,4104,03,10,20750501.5485649,21513.3905264806
181,03043,Biar,03,10,290,3647,03,10,161132843.102814,52252.1183747693
182,03044,Bigastro,03,10,645,6724,03,10,6580720.13696289,17141.7538391779
183,03045,Bolulla,03,10,8,412,03,10,22438088.1636276,21231.7794540234
184,03046,Busot,03,10,176,2975,03,10,55315826.9420929,35280.5361752081
185,03047,Calp,03,10,1631,19591,03,10,38560320.1293621,37331.7787776401
186,03048,Callosa d'en Sarrià,03,10,504,7146,03,10,56869919.7629852,39325.9755633637
187,03049,Callosa de Segura,03,10,1702,18497,03,10,40244288.3459167,52204.087883731
188,03050,"Campello, el",03,10,2048,27384,03,10,90154397.7039948,65461.015327881
189,03051,"Campo de Mirra/Camp de Mirra, el",03,10,28,440,03,10,35304287.2303467,33113.5246235289
190,03052,Cañada,03,10,65,1245,03,10,32330839.5300903,30522.3028460712
191,03053,Castalla,03,10,796,9859,03,10,187611981.751709,71780.6943594853
192,03054,Castell de Castells,03,10,26,449,03,10,75581649.3307877,36186.8587387803
193,03055,Catral,03,10,770,8551,03,10,32231379.9314575,25805.3595484531
194,03056,Cocentaina,03,10,1140,11432,03,10,86807834.985199,46697.7726741973
195,03057,Confrides,03,10,20,207,03,10,65793148.3411942,39424.9737076295
196,03058,Cox,03,10,496,7193,03,10,27149860.4737549,45172.0040792677
197,03059,Crevillent,03,10,3764,28691,03,10,170189274.456696,65227.1320837657
198,03060,Quatretondeta,03,10,7,113,03,10,27480839.6746521,23438.2840077781
199,03061,Daya Nueva,03,10,174,1750,03,10,11476115.5803833,14028.0852146578
200,03062,Daya Vieja,03,10,35,672,03,10,4952149.25521851,9186.59288021691
201,03063,Dénia,03,10,4102,41465,03,10,109416525.930663,108272.065295485
202,03064,Dolores,03,10,702,7264,03,10,30127038.0719299,27278.2496985009
203,03065,Elche/Elx,03,10,26105,227659,03,10,529682181.956116,117311.486488559
204,03066,Elda,03,10,6282,52745,03,10,74739588.4333496,39864.8389869735
205,03067,Facheca,03,10,10,107,03,10,16744674.4473419,20220.0908875276
206,03068,Famorca,03,10,2,58,03,10,16002532.2822418,16586.8365536343
207,03069,Finestrat,03,10,410,6090,03,10,69542593.8968811,38715.4123487074
208,03070,Formentera del Segura,03,10,317,3995,03,10,7020772.46643066,16398.5891102018
209,03071,Gata de Gorgos,03,10,426,5825,03,10,33492523.5577869,25745.4864076437
210,03072,Gaianes,03,10,38,452,03,10,15788444.2139587,16035.1537865091
211,03073,Gorga,03,10,27,267,03,10,14982845.2993927,24339.9518583873
212,03074,Granja de Rocamora,03,10,178,2461,03,10,11617407.0084839,52552.0819875675
213,03075,"Castell de Guadalest, el",03,10,8,220,03,10,26234255.2130203,27097.7328769595
214,03076,Guardamar del Segura,03,10,1100,15386,03,10,57571057.914093,40109.7277259569
215,03077,"Fondó de les Neus, el/Hondón de las Nieves",03,10,168,2493,03,10,111277752.612518,46858.5071470737
216,03078,Hondón de los Frailes,03,10,54,1165,03,10,20385356.0795593,19274.8029418764
217,03079,Ibi,03,10,2220,23365,03,10,103033620.624023,39904.4788289634
218,03080,Jacarilla,03,10,139,1939,03,10,19711686.7452087,23447.2621004348
219,03081,Xaló,03,10,167,2648,03,10,56978706.8228831,40466.3789088133
220,03082,Jávea/Xàbia,03,10,1804,27225,03,10,113130594.313931,66828.3480712381
221,03083,Jijona/Xixona,03,10,518,7057,03,10,268160326.254761,87087.1660133989
222,03084,"Lorcha/Orxa, l'",03,10,54,627,03,10,52448821.2281494,31609.1990002297
223,03085,Llíber,03,10,23,1110,03,10,36318976.2847919,34610.5448158696
224,03086,Millena,03,10,11,221,03,10,16086546.7602692,20771.9371313783
225,03088,Monforte del Cid,03,10,606,7500,03,10,129566641.624786,51433.6370626075
226,03089,Monóvar/Monòver,03,10,1540,12272,03,10,248599508.056793,70208.9097391116
227,03090,Mutxamel,03,10,1864,24487,03,10,78141787.6721649,45055.7846550461
228,03091,Murla,03,10,24,486,03,10,9576329.50884438,15169.1475515037
229,03092,Muro de Alcoy,03,10,751,9307,03,10,50274007.1565247,40472.8258642373
230,03093,Novelda,03,10,2652,26054,03,10,123217423.986511,54111.0125033941
231,03094,"Nucia, la",03,10,1135,19967,03,10,35028923.5077782,40231.222464513
232,03095,Ondara,03,10,713,6647,03,10,17186832.2262344,25796.0213733369
233,03096,Onil,03,10,624,7494,03,10,79147997.5500183,43462.5365933536
234,03097,Orba,03,10,96,2085,03,10,29221114.7353277,33609.0011224356
235,03098,Orxeta,03,10,68,778,03,10,39196811.1085205,38812.577995955
236,03099,Orihuela,03,10,5453,80359,03,10,590265679.612061,297624.011144457
237,03100,Parcent,03,10,44,985,03,10,19374458.0847168,19266.4974200151
238,03101,Pedreguer,03,10,632,7431,03,10,48738563.9992495,31803.2885309818
239,03102,Pego,03,10,643,10158,03,10,87221128.6652718,43259.1763079907
240,03103,Penàguila,03,10,22,328,03,10,81987278.1196289,61353.8705526406
241,03104,Petrer,03,10,4304,34533,03,10,170610973.846344,56054.8749105976
242,03105,"Pinós, el/Pinoso",03,10,604,7627,03,10,206318774.611237,76155.7636343964
243,03106,Planes,03,10,66,725,03,10,64072737.5668793,35914.7742691651
244,03107,Polop,03,10,337,4549,03,10,37076611.9345322,28711.7996527418
245,03109,Rafal,03,10,384,4218,03,10,2531742.14202881,8256.71122389387
246,03110,"Ràfol d'Almúnia, el",03,10,24,630,03,10,8130378.13483238,15877.302528142
247,03111,Redován,03,10,894,7765,03,10,15340069.9165649,29320.2963264139
248,03112,Relleu,03,10,68,1258,03,10,126135390.991302,52370.9220502692
249,03113,Rojales,03,10,682,17622,03,10,44437717.8565063,44902.5717733323
250,03114,"Romana, la",03,10,175,2411,03,10,71405565.7175293,40965.1138254651
251,03115,Sagra,03,10,18,414,03,10,9269970.82487106,14992.5451914254
252,03116,Salinas,03,10,191,1569,03,10,100976455.177765,41057.0764598527
253,03117,Sanet y Negrals,03,10,36,649,03,10,6410527.03213882,10709.9858877345
254,03118,San Fulgencio,03,10,406,7384,03,10,32172695.934906,27028.6667349871
255,03119,Sant Joan d'Alacant,03,10,1730,22897,03,10,15905933.7411194,18217.5195961303
256,03120,San Miguel de Salinas,03,10,392,6193,03,10,88426690.6844788,37942.6573981124
257,03121,Santa Pola,03,10,2867,31309,03,10,94320365.8872681,55404.7078718363
258,03122,San Vicente del Raspeig/Sant Vicent del Raspeig,03,10,5129,56715,03,10,65858770.8729706,49533.6824517131
259,03123,Sax,03,10,984,9700,03,10,103849219.259918,40263.9035407624
260,03124,Sella,03,10,31,584,03,10,63391394.2655182,37788.4617031766
261,03125,Senija,03,10,42,577,03,10,7976912.16021729,14304.8138665818
262,03127,Tàrbena,03,10,32,636,03,10,52084985.7092781,36733.5991241182
263,03128,Teulada,03,10,620,10654,03,10,53217600.6692925,43716.45977582
264,03129,Tibi,03,10,87,1634,03,10,115159846.739014,45686.6842309216
265,03130,Tollos,03,10,2,53,03,10,24022801.0927811,24559.9661281582
266,03131,Tormos,03,10,14,323,03,10,8828755.44736862,18531.2202591731
267,03132,"Torremanzanas/Torre de les Maçanes, la",03,10,46,727,03,10,59845977.532074,38266.6059802027
268,03133,Torrevieja,03,10,8724,84213,03,10,115203462.919281,59903.9057947767
269,03134,"Vall d'Alcalà, la",03,10,8,171,03,10,39953112.0771103,31185.5036425369
270,03135,"Vall d'Ebo, la",03,10,10,243,03,10,53465658.0211487,30901.1938818793
271,03136,Vall de Gallinera,03,10,28,582,03,10,88506984.2276077,46445.1331847388
272,03137,"Vall de Laguar, la",03,10,47,801,03,10,37987116.4493065,31262.1141825247
273,03138,"Verger, el",03,10,418,4515,03,10,13499214.0810165,17509.9331715563
274,03139,"Villajoyosa/Vila Joiosa, la",03,10,3614,33580,03,10,96890704.375061,52858.4283791611
275,03140,Villena,03,10,3564,34163,03,10,566779054.916962,124084.656982208
276,03901,"Poblets, els",03,10,115,3246,03,10,6035835.29327583,11126.5647301305
277,03902,Pilar de la Horadada,03,10,1323,21348,03,10,125359047.939392,58397.9581060096
278,03903,"Montesinos, Los",03,10,352,4912,03,10,52884729.8244019,36420.1283557882
279,03904,San Isidro,03,10,214,1915,03,10,18865756.1320801,20365.1786792177
280,04001,Abla,04,01,78,1294,04,01,71370978.2763672,58571.3087769358
281,04002,Abrucena,04,01,82,1208,04,01,131887455.590698,73625.7310434084
282,04003,Adra,04,01,2174,24713,04,01,140654494.739624,64131.0432960333
283,04004,Albánchez,04,01,22,796,04,01,55600378.3044434,34419.1127459265
284,04005,Alboloduy,04,01,39,613,04,01,109715408.403687,60033.8918147961
285,04006,Albox,04,01,840,11144,04,01,267691715.869934,77418.6423453464
286,04007,Alcolea,04,01,82,815,04,01,105882855.690918,59287.8791250965
287,04008,Alcóntar,04,01,26,572,04,01,148722639.739136,74746.3707819439
288,04009,Alcudia de Monteagud,04,01,6,158,04,01,24802340.2381592,27269.400676717
289,04010,Alhabia,04,01,91,677,04,01,25747869.5020752,23049.2662054057
290,04011,Alhama de Almería,04,01,396,3687,04,01,41163806.6437988,32071.5415692016
291,04012,Alicún,04,01,24,217,04,01,9212609.57751465,17981.198739205
292,04013,Almería,04,01,20814,194515,04,01,463879256.332581,154544.087821737
293,04014,Almócita,04,01,12,172,04,01,48374347.3209229,49278.0760218781
294,04015,Alsodux,04,01,10,134,04,01,31596501.2779541,40234.2175076871
295,04016,Antas,04,01,127,3159,04,01,156765889.568359,53278.8715370635
296,04017,Arboleas,04,01,150,4538,04,01,104717794.077393,58575.5735759889
297,04018,Armuña de Almanzora,04,01,20,326,04,01,12603810.1704102,18862.5373554699
298,04019,Bacares,04,01,8,272,04,01,150089342.762207,50046.9696394944
299,04020,Bayárcal,04,01,12,323,04,01,59811755.6444092,43978.5420769092
300,04021,Bayarque,04,01,13,220,04,01,41762685.4448242,34403.13007693
301,04022,Bédar,04,01,38,885,04,01,73729378.6517944,42245.9853146695
302,04023,Beires,04,01,5,114,04,01,61068959.9804688,47326.6544469607
303,04024,Benahadux,04,01,395,4185,04,01,26042555.9576416,23775.7425248057
304,04026,Benitagla,04,01,1,69,04,01,10216977.6426392,17545.8995722671
305,04027,Benizalón,04,01,16,280,04,01,50486460.0165405,40308.8539204151
306,04028,Bentarique,04,01,18,252,04,01,17801169.6518555,35633.3510729909
307,04029,Berja,04,01,1428,12380,04,01,290771992.878784,83079.4811382475
308,04030,Canjáyar,04,01,100,1279,04,01,105102515.135986,72740.093128989
309,04031,Cantoria,04,01,274,3371,04,01,125240351.811523,62504.593923981
310,04032,Carboneras,04,01,650,7818,04,01,149967307.513855,71563.2624127301
311,04033,Castro de Filabres,04,01,7,139,04,01,46139469.416626,37203.6368658714
312,04034,Cóbdar,04,01,11,169,04,01,50250868.4604492,39044.7513026881
313,04035,Cuevas del Almanzora,04,01,1078,13362,04,01,419524380.280212,84450.8341554953
314,04036,Chercos,04,01,22,267,04,01,21137716.9411621,18531.5498191142
315,04037,Chirivel,04,01,66,1601,04,01,313685957.541504,92674.4003066586
316,04038,Dalías,04,01,246,3978,04,01,221284543.552002,71317.8516850446
317,04041,Enix,04,01,19,433,04,01,104657876.453979,66615.9855548556
318,04043,Felix,04,01,44,658,04,01,127233820.987427,52726.8633500798
319,04044,Fines,04,01,256,2079,04,01,36598431.8773193,33061.4074603553
320,04045,Fiñana,04,01,198,2070,04,01,211457406.050781,89332.0983142638
321,04046,Fondón,04,01,78,1017,04,01,143099767.527222,73592.1341453831
322,04047,Gádor,04,01,382,3030,04,01,137550137.884521,78013.4110884301
323,04048,"Gallardos, Los",04,01,154,2867,04,01,55093122.6610107,44118.4483053048
324,04049,Garrucha,04,01,1002,8655,04,01,12117497.6605835,19160.012475793
325,04050,Gérgal,04,01,78,1037,04,01,361887676.236084,97221.6217566545
326,04051,Huécija,04,01,22,513,04,01,29832919.0118408,30756.4040565252
327,04052,Huércal de Almería,04,01,1768,17068,04,01,32774401.2169189,28627.0530056724
328,04053,Huércal-Overa,04,01,1313,18589,04,01,504677659.079224,101460.614597541
329,04054,Illar,04,01,26,386,04,01,30125899.7053223,32814.5106639362
330,04055,Instinción,04,01,42,444,04,01,52551115.8336182,50839.7797377625
331,04056,Laroya,04,01,20,176,04,01,34282344.9176025,27520.3452797893
332,04057,Láujar de Andarax,04,01,135,1551,04,01,145825049.15625,80605.8536532978
333,04058,Líjar,04,01,30,411,04,01,44528432.703064,31301.3527780136
334,04059,Lubrín,04,01,79,1484,04,01,218269788.592163,66760.7145900212
335,04060,Lucainena de las Torres,04,01,34,569,04,01,193735313.969666,83662.9636221134
336,04061,Lúcar,04,01,62,754,04,01,159544515.320435,57838.3379234454
337,04062,Macael,04,01,598,5628,04,01,69295887.4364014,38623.5051303971
338,04063,María,04,01,62,1294,04,01,361497906.59668,104763.026379846
339,04064,Mojácar,04,01,472,6490,04,01,112704556.705811,60243.5446768848
340,04065,Nacimiento,04,01,31,483,04,01,127300035.551147,57297.8544824365
341,04066,Níjar,04,01,2071,28579,04,01,939411559.226746,166396.052470076
342,04067,Ohanes,04,01,60,651,04,01,50995276.2548828,33264.101152008
343,04068,Olula de Castro,04,01,4,194,04,01,53023022.7932129,36442.6318625102
