OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,TotalParoRegistrado,PAD_1C02,PAD_1_COD_PROV,PAD_1_COD_CCAA,Shape__Area,Shape__Length
3566,23066,Peal de Becerro,23,01,284,5325,23,01,236932801.287476,130083.827407289
3567,23067,Pegalajar,23,01,179,2966,23,01,127994681.500366,54243.8411323882
3568,23069,Porcuna,23,01,229,6532,23,01,282113457.559448,74760.6437215394
3569,23070,Pozo Alcón,23,01,480,4857,23,01,221854597.975098,91533.535156984
3570,23071,Puente de Génave,23,01,97,2216,23,01,63057419.8162842,43802.0759714008
3571,23072,"Puerta de Segura, La",23,01,122,2435,23,01,158813817.61499,70199.5020275757
3572,23073,Quesada,23,01,296,5483,23,01,526545522.382813,161170.985770904
3573,23074,Rus,23,01,295,3668,23,01,76452019.3389893,48718.3418055937
3574,23075,Sabiote,23,01,244,4042,23,01,181435484.714966,69919.7743911064
3575,23076,Santa Elena,23,01,134,966,23,01,237026891.92334,83911.9950043633
3576,23077,Santiago de Calatrava,23,01,16,727,23,01,75428364.8439941,36067.9828000761
3577,23079,Santisteban del Puerto,23,01,146,4621,23,01,606434817.148438,163814.688510269
3578,23080,Santo Tomé,23,01,90,2249,23,01,118580895.16272,94802.3689588321
3579,23081,Segura de la Sierra,23,01,75,1845,23,01,365635576.123901,228914.328982014
3580,23082,Siles,23,01,136,2336,23,01,289870579.682739,122403.435903319
3581,23084,Sorihuela del Guadalimar,23,01,48,1196,23,01,89727879.1082764,91559.8817066813
3582,23085,Torreblascopedro,23,01,132,2669,23,01,99044648.0751953,52447.0786947914
3583,23086,Torredelcampo,23,01,1116,14538,23,01,292325590.068726,85661.5685495792
3584,23087,Torredonjimeno,23,01,1060,13874,23,01,253096634.382813,85822.9978583831
3585,23088,Torreperogil,23,01,659,7468,23,01,146741668.185669,71289.539059619
3586,23090,Torres,23,01,62,1513,23,01,128350235.233154,47345.2273220334
3587,23091,Torres de Albánchez,23,01,64,860,23,01,105923581.065674,68260.9050570127
3588,23092,Úbeda,23,01,3402,34835,23,01,651516880.63501,235955.406868376
3589,23093,Valdepeñas de Jaén,23,01,110,3910,23,01,293166377.084961,78980.30549161
3590,23094,Vilches,23,01,297,4646,23,01,442767665.294312,145422.852300879
3591,23095,Villacarrillo,23,01,447,11000,23,01,387309071.744873,132143.063107236
3592,23096,Villanueva de la Reina,23,01,209,3152,23,01,338831555.1875,155583.850953266
3593,23097,Villanueva del Arzobispo,23,01,319,8447,23,01,288152322.598755,147498.792151477
3594,23098,Villardompardo,23,01,33,1017,23,01,28062909.6461182,23057.962988476
3595,23099,"Villares, Los",23,01,228,6019,23,01,141752831.750488,49777.136364952
3596,23101,Villarrodrigo,23,01,24,441,23,01,128307882.353149,64756.0365266068
3597,23901,Cárcheles,23,01,66,1387,23,01,64710816.6712646,37314.7879267835
3598,23902,Bedmar y Garcíez,23,01,151,2823,23,01,190798273.65979,86856.0948592327
3599,23903,Villatorres,23,01,198,4377,23,01,117008291.010986,71764.7044200596
3600,23904,Santiago-Pontones,23,01,112,3229,23,01,1104364924.75525,254954.025233965
3601,23905,Arroyo del Ojanco,23,01,78,2354,23,01,91495772.411499,48263.6782424625
3602,24001,Acebedo,24,07,6,215,24,07,93959891.1337891,71640.9974444995
3603,24002,Algadefe,24,07,8,279,24,07,27958779.6940918,21598.9659948285
3604,24003,Alija del Infantado,24,07,46,696,24,07,95250568.4135742,56288.2045298196
3605,24004,Almanza,24,07,34,563,24,07,262805510.577881,86758.6202320374
3606,24005,"Antigua, La",24,07,26,403,24,07,99670494.1308594,50925.7554146211
3607,24006,Ardón,24,07,32,563,24,07,89362626.7875977,63656.7112032951
3608,24007,Arganza,24,07,98,858,24,07,74311797.3518066,40320.6974611416
3609,24008,Astorga,24,07,918,11264,24,07,86013422.6914063,47782.8946537262
3610,24009,Balboa,24,07,18,322,24,07,94308465.40625,44334.506580157
3611,24010,"Bañeza, La",24,07,974,10450,24,07,36052870.3669434,28328.9722969088
3612,24011,Barjas,24,07,20,198,24,07,115762902.165283,51236.7462028233
3613,24012,"Barrios de Luna, Los",24,07,13,315,24,07,175516403.621338,64670.3209275549
3614,24014,Bembibre,24,07,884,9356,24,07,117116834.584229,58287.7075366232
3615,24015,Benavides,24,07,166,2587,24,07,136501157.935547,57235.5934503041
3616,24016,Benuza,24,07,24,503,24,07,316902353.623047,82949.7327142714
3617,24017,Bercianos del Páramo,24,07,30,605,24,07,64282839.0014648,41491.1159408602
3618,24018,Bercianos del Real Camino,24,07,2,196,24,07,62803852.5170898,40304.4281606765
3619,24019,Berlanga del Bierzo,24,07,30,378,24,07,51734803.2167969,35810.2272372877
3620,24020,Boca de Huérgano,24,07,22,485,24,07,545830604.562256,126082.788539533
3621,24021,Boñar,24,07,157,1918,24,07,336801222.932373,91244.8266956871
3622,24022,Borrenes,24,07,27,345,24,07,66923009.8295898,40907.1027121522
3623,24023,Brazuelo,24,07,22,300,24,07,180699500.298584,78082.8453476314
3624,24024,"Burgo Ranero, El",24,07,44,764,24,07,180665781.659912,80532.3054695377
3625,24025,Burón,24,07,18,320,24,07,295610086.756348,118391.837715115
3626,24026,Bustillo del Páramo,24,07,46,1274,24,07,131867948.721436,72512.3469266519
3627,24027,Cabañas Raras,24,07,112,1344,24,07,35350224.4897461,26046.0620977678
3628,24028,Cabreros del Río,24,07,16,429,24,07,45460685.4938965,39017.7237981353
3629,24029,Cabrillanes,24,07,30,804,24,07,316740208.390869,86005.0400891864
3630,24030,Cacabelos,24,07,600,5264,24,07,60369721.4560547,37592.0654696574
3631,24031,Calzada del Coto,24,07,12,244,24,07,102792366.360596,59680.7967024871
3632,24032,Campazas,24,07,2,122,24,07,38004202.7810059,28370.8899307179
3633,24033,Campo de Villavidel,24,07,6,208,24,07,25662278.7646484,29656.4785575214
3634,24034,Camponaraya,24,07,399,4096,24,07,53548786.8369141,35506.5138386172
3635,24036,Candín,24,07,25,290,24,07,262435372.723877,102100.887760149
3636,24037,Cármenes,24,07,14,378,24,07,288197274.009277,84529.5888875789
3637,24038,Carracedelo,24,07,304,3523,24,07,59518710.0297852,44851.6901472783
3638,24039,Carrizo,24,07,133,2335,24,07,77248755.8103027,45589.5279605182
3639,24040,Carrocera,24,07,22,501,24,07,122633217.365234,56478.8368637515
3640,24041,Carucedo,24,07,42,574,24,07,64376161.5178223,39892.7965114227
3641,24042,Castilfalé,24,07,0,72,24,07,47237188.3652344,43969.407296998
3642,24043,Castrillo de Cabrera,24,07,10,134,24,07,212219100.206543,69763.3425465935
3643,24044,Castrillo de la Valduerna,24,07,7,180,24,07,43035364.3127441,36774.6272709437
3644,24046,Castrocalbón,24,07,66,1021,24,07,160988844.492188,59111.0399844106
3645,24047,Castrocontrigo,24,07,60,823,24,07,354743665.273682,91400.8682634663
3646,24049,Castropodame,24,07,132,1714,24,07,110068881.770264,66565.0316556115
3647,24050,Castrotierra de Valmadrigal,24,07,4,111,24,07,43051679.09375,48366.1832029614
3648,24051,Cea,24,07,10,449,24,07,206961581.236328,137440.255510359
3649,24052,Cebanico,24,07,8,171,24,07,166381961.12085,75587.7464152058
3650,24053,Cebrones del Río,24,07,22,490,24,07,38750314.4919434,33531.2253482896
3651,24054,Cimanes de la Vega,24,07,16,482,24,07,47339698.282959,34849.7516311601
3652,24055,Cimanes del Tejar,24,07,50,755,24,07,136559033.970703,69116.1741913625
3653,24056,Cistierna,24,07,279,3290,24,07,181387019.301514,85520.0158696776
3654,24057,Congosto,24,07,118,1559,24,07,67995860.1291504,39106.6368277786
3655,24058,Corbillos de los Oteros,24,07,7,215,24,07,58369449.3605957,42432.9266308973
3656,24059,Corullón,24,07,78,937,24,07,152813122.574707,66382.7115311651
3657,24060,Crémenes,24,07,28,584,24,07,285733347.225342,97456.0938460982
3658,24061,Cuadros,24,07,146,2000,24,07,203386899.94043,68024.8121669685
3659,24062,Cubillas de los Oteros,24,07,6,152,24,07,22885884.560791,24078.0437579811
3660,24063,Cubillas de Rueda,24,07,24,435,24,07,160663235.910889,71468.5732288183
3661,24064,Cubillos del Sil,24,07,154,1813,24,07,98845594.7797852,43079.5767281992
3662,24065,Chozas de Abajo,24,07,198,2528,24,07,184506487.227051,95746.2564985171
3663,24066,Destriana,24,07,21,523,24,07,102923084.726074,53932.4300262107
3664,24067,Encinedo,24,07,32,752,24,07,356290374.733643,99425.5926304308
3665,24068,"Ercina, La",24,07,30,478,24,07,195109540.161133,69193.1053834828
3666,24069,Escobar de Campos,24,07,1,42,24,07,31373247.1855469,24204.5246074267
3667,24070,Fabero,24,07,478,4746,24,07,101576660.454346,53081.6579114848
3668,24071,Folgoso de la Ribera,24,07,90,1142,24,07,128324090.186035,51753.6317866771
3669,24073,Fresno de la Vega,24,07,15,547,24,07,27732066.0883789,26529.1895574202
3670,24074,Fuentes de Carbajal,24,07,3,92,24,07,58540157.0412598,36693.0136746078
3671,24076,Garrafe de Torío,24,07,102,1480,24,07,232353754.45874,67156.2008680156
3672,24077,Gordaliza del Pino,24,07,16,268,24,07,50033580.0708008,31903.8538617831
3673,24078,Gordoncillo,24,07,24,449,24,07,42510621.3566895,31275.2239592957
3674,24079,Gradefes,24,07,48,987,24,07,380772424.083252,104959.640373693
3675,24080,Grajal de Campos,24,07,6,231,24,07,46434674.2646484,28479.6855897662
3676,24081,Gusendos de los Oteros,24,07,4,147,24,07,45259891.6103516,39397.3570134514
3677,24082,Hospital de Órbigo,24,07,68,993,24,07,8434927.31738281,14019.4623775843
3678,24083,Igüeña,24,07,82,1213,24,07,382253160.226318,116963.299122605
3679,24084,Izagre,24,07,10,174,24,07,80753702.4243164,53795.0097680703
3680,24086,Joarilla de las Matas,24,07,10,303,24,07,94125266.4172363,53489.877742672
3681,24087,Laguna Dalga,24,07,32,697,24,07,70290082.3288574,41542.7978983039
3682,24088,Laguna de Negrillos,24,07,63,1089,24,07,131067212.343506,52292.6291502243
3683,24089,León,24,07,10420,126192,24,07,72057130.6662598,49146.9183663399
3684,24090,Lucillo,24,07,20,399,24,07,302796792.452148,77828.8734723239
3685,24091,Luyego,24,07,28,692,24,07,242291128.801758,76308.45715834
3686,24092,Llamas de la Ribera,24,07,38,869,24,07,110720130.950928,49104.4915675308
3687,24093,Magaz de Cepeda,24,07,18,370,24,07,134007800.442627,45427.1238760335
3688,24094,Mansilla de las Mulas,24,07,170,1798,24,07,65085392.7668457,53362.1184220473
3689,24095,Mansilla Mayor,24,07,18,341,24,07,26656360.097168,25619.0668326811
3690,24096,Maraña,24,07,1,128,24,07,62902318.7324219,38740.3019079538
3691,24097,Matadeón de los Oteros,24,07,6,241,24,07,85036328.564209,52977.93686558
3692,24098,Matallana de Torío,24,07,120,1342,24,07,136723067.923828,55368.6542487785
3693,24099,Matanza,24,07,8,185,24,07,97906862.1496582,62262.9691618385
3694,24100,Molinaseca,24,07,66,888,24,07,146512256.527588,57345.381016305
3695,24101,Murias de Paredes,24,07,20,412,24,07,376181286.460449,101933.461330615
3696,24102,Noceda del Bierzo,24,07,47,723,24,07,133701079.21875,49335.508118865
3697,24103,Oencia,24,07,22,295,24,07,181200627.32959,68523.7960724967
3698,24104,"Omañas, Las",24,07,14,288,24,07,60175665.9487305,37951.7627664811
3699,24105,Onzonilla,24,07,145,1790,24,07,40108272.3525391,37863.9112435084
3700,24106,Oseja de Sajambre,24,07,10,257,24,07,137742097.861084,51841.9884206086
3701,24107,Pajares de los Oteros,24,07,14,283,24,07,113207950.318848,60381.2471622097
3702,24108,Palacios de la Valduerna,24,07,26,407,24,07,37368473.6633301,34406.0112915303
3703,24109,Palacios del Sil,24,07,86,1062,24,07,337702423.92749,97418.6871971165
3704,24110,Páramo del Sil,24,07,130,1381,24,07,353854636.265625,125025.33382957
3705,24112,Peranzanes,24,07,10,320,24,07,218915487.869629,66397.2695460048
3706,24113,Pobladura de Pelayo García,24,07,12,385,24,07,36899413.5935059,27153.7995873436
3707,24114,"Pola de Gordón, La",24,07,236,3488,24,07,293669219.987061,84108.4499665072
3708,24115,Ponferrada,24,07,6408,66447,24,07,521165424.550537,138531.003584011
3709,24116,Posada de Valdeón,24,07,14,457,24,07,309493780.10791,82261.0418943486
3710,24117,Pozuelo del Páramo,24,07,28,465,24,07,65990539.7817383,46004.7585826076
3711,24118,Prado de la Guzpeña,24,07,9,135,24,07,42616443.6342773,31015.9361430118
3712,24119,Priaranza del Bierzo,24,07,42,785,24,07,61886250.9692383,54081.206517866
3713,24120,Prioro,24,07,25,369,24,07,91321656.0803223,47672.0985032617
3714,24121,Puebla de Lillo,24,07,23,699,24,07,320914252.296143,86336.5927030882
3715,24122,Puente de Domingo Flórez,24,07,92,1542,24,07,108662274.838867,48339.1570308074
3716,24123,Quintana del Castillo,24,07,60,786,24,07,289374995.146729,95892.3283275709
3717,24124,Quintana del Marco,24,07,20,390,24,07,42594937.8635254,32804.4213183776
3718,24125,Quintana y Congosto,24,07,32,358,24,07,161380921.039551,68449.7394224658
3719,24127,Regueras de Arriba,24,07,9,310,24,07,20757315.9711914,22822.4042822026
3720,24129,Reyero,24,07,4,128,24,07,48912709.0759277,30668.4112684728
3721,24130,Riaño,24,07,28,484,24,07,182478701.591309,72153.6449299383
3722,24131,Riego de la Vega,24,07,50,816,24,07,68858408.854248,45789.0608555424
3723,24132,Riello,24,07,40,648,24,07,438578706.895996,105503.797090747
3724,24133,Rioseco de Tapia,24,07,15,378,24,07,133761087.400146,56517.2189727812
3725,24134,"Robla, La",24,07,369,4142,24,07,158395265.772217,64073.8685491099
3726,24136,Roperuelos del Páramo,24,07,24,582,24,07,99425290.3029785,45726.2845274088
3727,24137,Sabero,24,07,105,1212,24,07,46408428.5651855,31926.4288049571
3728,24139,Sahagún,24,07,152,2645,24,07,226653001.067627,112156.986227053
3729,24141,San Adrián del Valle,24,07,12,109,24,07,28806392.5078125,22741.5108151711
3730,24142,San Andrés del Rabanedo,24,07,2708,31470,24,07,119841809.864746,52797.2623418334
3731,24143,Sancedo,24,07,48,573,24,07,57429449.2460938,40464.3209821648
3732,24144,San Cristóbal de la Polantera,24,07,44,767,24,07,45042639.6069336,37228.18511869
3733,24145,San Emiliano,24,07,42,687,24,07,393886752.615479,114252.518578692
3734,24146,San Esteban de Nogales,24,07,16,272,24,07,58717469.520752,34961.4846791761
3735,24148,San Justo de la Vega,24,07,89,1908,24,07,88959280.5263672,45868.0609269401
3736,24149,San Millán de los Caballeros,24,07,9,186,24,07,45157607.1689453,33408.784213827
3737,24150,San Pedro Bercianos,24,07,7,253,24,07,43167132.814209,35330.9335473321
3738,24151,Santa Colomba de Curueño,24,07,22,529,24,07,170630175.256348,65763.0553244134
3739,24152,Santa Colomba de Somoza,24,07,34,522,24,07,329672013.372559,107676.127309417
3740,24153,Santa Cristina de Valmadrigal,24,07,11,267,24,07,73351046.4226074,42041.1647034259
3741,24154,Santa Elena de Jamuz,24,07,108,1133,24,07,113836150.835205,47168.2662496595
3742,24155,Santa María de la Isla,24,07,18,512,24,07,23366057.2736816,26414.484732688
3743,24156,Santa María del Monte de Cea,24,07,8,249,24,07,169744653.132568,69518.9836649597
3744,24157,Santa María del Páramo,24,07,208,3141,24,07,36799768.645752,39531.1710454745
3745,24158,Santa María de Ordás,24,07,16,338,24,07,84552670.3876953,41573.784515279
3746,24159,Santa Marina del Rey,24,07,78,1992,24,07,83944144.9411621,52807.7559472595
3747,24160,Santas Martas,24,07,53,770,24,07,218367776.119629,78001.7019398815
3748,24161,Santiago Millas,24,07,16,327,24,07,72813891.3637695,55443.5733356396
3749,24162,Santovenia de la Valdoncina,24,07,186,2014,24,07,55982348.5410156,37020.2190418172
3750,24163,Sariegos,24,07,296,4904,24,07,67260265.4123535,44498.3676208379
3751,24164,Sena de Luna,24,07,14,395,24,07,275571076.022217,102702.165502798
3752,24165,Sobrado,24,07,8,353,24,07,66359637.3093262,48242.9965395068
3753,24166,Soto de la Vega,24,07,100,1600,24,07,43180312.3891602,31914.4863882378
3754,24167,Soto y Amío,24,07,60,830,24,07,128502544.135742,79455.7450600664
3755,24168,Toral de los Guzmanes,24,07,15,519,24,07,38533710.2385254,25438.8775100643
3756,24169,Toreno,24,07,316,3304,24,07,191882829.547119,84243.5697936187
3757,24170,Torre del Bierzo,24,07,167,2248,24,07,219993269.51001,95889.3323170655
3758,24171,Trabadelo,24,07,22,366,24,07,119287680.950195,65034.8129315102
3759,24172,Truchas,24,07,24,444,24,07,550699249.925781,126396.351682126
3760,24173,Turcia,24,07,69,1039,24,07,58982056.6577148,40782.9265435775
3761,24174,Urdiales del Páramo,24,07,18,508,24,07,60222535.5539551,44037.2243852605
3762,24175,Valdefresno,24,07,141,2158,24,07,189425521.323486,67389.3016806498
3763,24176,Valdefuentes del Páramo,24,07,16,347,24,07,44233481.8850098,32484.9210361929
3764,24177,Valdelugueros,24,07,22,520,24,07,268203974.794189,79422.1865364824
3765,24178,Valdemora,24,07,2,77,24,07,24430788.53125,28334.8576095648
3766,24179,Valdepiélago,24,07,22,332,24,07,105856210.130371,62504.284839295
3767,24180,Valdepolo,24,07,73,1248,24,07,262835803.493408,91961.2603183215
3768,24181,Valderas,24,07,116,1777,24,07,181017211.084961,59494.5608336294
3769,24182,Valderrey,24,07,34,454,24,07,110503916.097168,60813.9538815328
3770,24183,Valderrueda,24,07,43,909,24,07,299061629.789307,101466.355607391
3771,24184,Valdesamario,24,07,18,213,24,07,114465246.4104,63751.5205002786
3772,24185,Val de San Lorenzo,24,07,33,529,24,07,90802499.6831055,66856.678984249
3773,24187,Valdevimbre,24,07,67,1016,24,07,124849188.036377,65261.3298437623
3774,24188,Valencia de Don Juan,24,07,357,5190,24,07,106950998.034912,55742.4059956715
3775,24189,Valverde de la Virgen,24,07,577,7358,24,07,117401041.309326,46520.5277667794
3776,24190,Valverde-Enrique,24,07,5,174,24,07,65679541.1381836,41706.1239438343
3777,24191,Vallecillo,24,07,8,122,24,07,42796381.6977539,40540.030462259
3778,24193,"Vecilla, La",24,07,26,409,24,07,82377526.5256348,47988.7813847727
3779,24194,Vegacervera,24,07,12,312,24,07,65036170.8752441,39013.4669052188
3780,24196,Vega de Espinareda,24,07,176,2232,24,07,245246893.684814,104313.091795386
3781,24197,Vega de Infanzones,24,07,89,883,24,07,38270306.7895508,30523.1678516566
3782,24198,Vega de Valcarce,24,07,53,652,24,07,128315772.905273,56015.0467513584
3783,24199,Vegaquemada,24,07,19,457,24,07,135579094.827148,81071.2001915957
3784,24201,Vegas del Condado,24,07,50,1158,24,07,227493722.577393,88581.7136472278
3785,24202,Villablino,24,07,692,9342,24,07,426317109.419189,116526.021955238
3786,24203,Villabraz,24,07,4,107,24,07,67535581.8684082,52721.8333512053
3787,24205,Villadangos del Páramo,24,07,62,1096,24,07,82758304.291748,53491.732558764
3788,24206,Toral de los Vados,24,07,181,1941,24,07,44930378.986084,50614.0887761991
3789,24207,Villademor de la Vega,24,07,23,352,24,07,30386866.2543945,28053.1387027141
3790,24209,Villafranca del Bierzo,24,07,265,3153,24,07,328363364.49585,108386.102279954
3791,24210,Villagatón,24,07,23,610,24,07,309233884.933594,100121.236450508
3792,24211,Villamandos,24,07,13,308,24,07,29581925.3591309,24290.3920155431
3793,24212,Villamañán,24,07,66,1178,24,07,105862874.805664,46897.2928500941
3794,24213,Villamartín de Don Sancho,24,07,4,155,24,07,58431869.2617188,32672.2022917222
3795,24214,Villamejil,24,07,52,709,24,07,145738775.94165,54210.8834576835
3796,24215,Villamol,24,07,3,169,24,07,89329478.1374512,87585.4162759589
3797,24216,Villamontán de la Valduerna,24,07,49,777,24,07,101777113.399658,60533.7741909229
3798,24217,Villamoratiel de las Matas,24,07,6,155,24,07,68317602.8007813,44647.6560826402
3799,24218,Villanueva de las Manzanas,24,07,30,505,24,07,58633305.9321289,35248.4959796179
3800,24219,Villaobispo de Otero,24,07,27,590,24,07,58563781.4487305,36352.9957707645
3801,24221,Villaquejida,24,07,52,914,24,07,97175720.0549316,69501.840849284
3802,24222,Villaquilambre,24,07,1444,18583,24,07,97461831.6030273,53060.5376123027
3803,24223,Villarejo de Órbigo,24,07,177,3061,24,07,66549803.5107422,44074.3635516992
3804,24224,Villares de Órbigo,24,07,22,672,24,07,47553047.2978516,34115.7493436116
3805,24225,Villasabariego,24,07,65,1156,24,07,110155810.558838,60235.6780844237
3806,24226,Villaselán,24,07,6,209,24,07,104257662.311768,68919.5133114187
3807,24227,Villaturiel,24,07,159,1942,24,07,105118977.885498,51259.7803190285
3808,24228,Villazala,24,07,34,726,24,07,84015829.2470703,59855.5993698469
3809,24229,Villazanzo de Valderaduey,24,07,18,461,24,07,269088172.056641,84765.3867746421
3810,24230,Zotes del Páramo,24,07,16,456,24,07,98556141.8149414,50489.1285086616
3811,24901,Villamanín,24,07,65,1001,24,07,329387685.147461,94709.3672198947
3812,24902,Villaornate y Castro,24,07,14,369,24,07,88004353.7692871,46891.8979053139
3813,25001,Abella de la Conca,25,09,10,181,25,09,142501687.15387,59795.7447215645
3814,25002,Àger,25,09,18,602,25,09,291877028.145935,103732.686475469
3815,25003,Agramunt,25,09,264,5390,25,09,142986404.880859,107197.513358432
3816,25004,"Alamús, Els",25,09,26,799,25,09,36512312.7241211,36823.2665431209
3817,25005,Alàs i Cerc,25,09,10,350,25,09,105467210.879272,56242.277697099
3818,25006,"Albagés, L'",25,09,12,403,25,09,46369622.7160034,36639.6423974158
3819,25007,Albatàrrec,25,09,104,2291,25,09,19223406.408905,19257.4194168863
3820,25008,Albesa,25,09,69,1596,25,09,67381809.5651855,34465.026840264
3821,25009,"Albi, L'",25,09,37,803,25,09,58344445.4840698,33892.8054689206
3822,25010,Alcanó,25,09,4,249,25,09,37655695.3522644,26062.1663372335
3823,25011,Alcarràs,25,09,764,9297,25,09,205420263.27652,76033.5882861632
3824,25012,Alcoletge,25,09,201,3375,25,09,29407354.5054321,26245.3130668921
3825,25013,Alfarràs,25,09,230,2923,25,09,20925711.8200378,21161.1764457418
3826,25014,Alfés,25,09,10,326,25,09,57271800.6799927,39440.3589270966
3827,25015,Algerri,25,09,14,423,25,09,97531823.2305603,46427.5355224525
3828,25016,Alguaire,25,09,168,3006,25,09,90329412.5035095,44855.1616596812
3829,25017,Alins,25,09,4,287,25,09,341470086.196777,86953.0230538375
3830,25019,Almacelles,25,09,256,6800,25,09,87821001.040802,39611.6378292984
3831,25020,Almatret,25,09,8,327,25,09,100260465.893127,45879.4147945149
3832,25021,Almenar,25,09,168,3502,25,09,119894199.516495,48951.7144458304
3833,25022,Alòs de Balaguer,25,09,4,125,25,09,124207439.935761,50845.8963426544
3834,25023,Alpicat,25,09,186,6233,25,09,27357508.5808411,26151.2636907631
3835,25024,Alt Àneu,25,09,8,402,25,09,402500097.35907,106715.013367522
3836,25025,Naut Aran,25,09,18,1764,25,09,472582046.176178,135094.438827582
3837,25027,Anglesola,25,09,56,1335,25,09,42496408.4959717,35249.0181385545
3838,25029,Arbeca,25,09,100,2240,25,09,104324276.612427,53790.1738249398
3839,25030,"Pont de Bar, El",25,09,9,165,25,09,79493991.4128418,44734.5253954852
3840,25031,Arres,25,09,0,64,25,09,21527949.4438477,29255.0032061433
3841,25032,Arsèguel,25,09,0,83,25,09,19307600.0905151,22953.2372535523
3842,25033,Artesa de Lleida,25,09,76,1512,25,09,42715658.6991577,33040.3986109439
3843,25034,Artesa de Segre,25,09,141,3556,25,09,319559654.72699,142404.037166854
3844,25035,"Sentiu de Sió, La",25,09,24,462,25,09,53461413.271698,44187.3620646185
3845,25036,Aspa,25,09,6,217,25,09,17969575.4977722,18224.7555877276
3846,25037,"Avellanes i Santa Linya, Les",25,09,8,465,25,09,187842287.697632,81977.9756677175
3847,25038,Aitona,25,09,178,2523,25,09,119986073.371338,53304.8918354238
3848,25039,Baix Pallars,25,09,22,342,25,09,235761498.020447,99606.6817434567
3849,25040,Balaguer,25,09,1303,16530,25,09,102892065.035126,73879.7989988569
3850,25041,Barbens,25,09,23,943,25,09,13699705.9663086,26546.2692835266
3851,25042,"Baronia de Rialb, La",25,09,3,240,25,09,261582900.210388,101374.612744483
3852,25043,"Vall de Boí, La",25,09,14,1022,25,09,405413419.984863,96343.6258422962
3853,25044,Bassella,25,09,8,235,25,09,128056281.643555,74337.5538193359
3854,25045,Bausen,25,09,1,64,25,09,32836755.17276,24642.4482175243
3855,25046,Belianes,25,09,14,539,25,09,28208880.6756287,26517.0356921888
3856,25047,Bellcaire d'Urgell,25,09,36,1263,25,09,55995407.0486755,34147.2140197022
3857,25048,Bell-lloc d'Urgell,25,09,96,2349,25,09,62830715.9086609,40492.4297932045
3858,25049,Bellmunt d'Urgell,25,09,4,188,25,09,8958282.68167114,23169.2472488168
3859,25050,Bellpuig,25,09,275,5005,25,09,62921655.2416687,48863.4595727658
3860,25051,Bellver de Cerdanya,25,09,56,1995,25,09,179247439.461731,90662.6150546562
3861,25052,Bellvís,25,09,96,2264,25,09,83836992.4969177,52559.2502155706
3862,25053,Benavent de Segrià,25,09,42,1482,25,09,13623050.2824097,19610.5197356411
3863,25055,Biosca,25,09,6,187,25,09,119326216.948608,54203.4813206459
3864,25056,Bovera,25,09,5,267,25,09,54947873.5426331,33541.6836326901
3865,25057,"Bòrdes, Es",25,09,6,250,25,09,40167860.7404785,39082.6304254735
3866,25058,"Borges Blanques, Les",25,09,358,6000,25,09,110048992.088776,63506.986850218
3867,25059,Bossòst,25,09,30,1123,25,09,52203104.7542419,43424.6070805545
3868,25060,Cabanabona,25,09,4,77,25,09,25850802.2283325,30356.3498329843
3869,25061,Cabó,25,09,4,92,25,09,144742871.691406,67631.3934204208
3870,25062,Camarasa,25,09,26,879,25,09,282977729.119873,134167.519036104
3871,25063,Canejan,25,09,2,97,25,09,90230189.1821289,45069.4166203076
3872,25064,Castellar de la Ribera,25,09,2,142,25,09,109248282.368713,68754.2433621602
3873,25067,Castelldans,25,09,54,958,25,09,115392889.392242,52291.2859671602
3874,25068,Castellnou de Seana,25,09,31,736,25,09,29253639.8112793,24240.4529549564
3875,25069,Castelló de Farfanya,25,09,16,556,25,09,94971700.2038574,41505.7555194201
3876,25070,Castellserà,25,09,38,1030,25,09,28509826.6008911,39655.2592544179
3877,25071,Cava,25,09,2,57,25,09,76297508.7920532,40157.3323841321
3878,25072,Cervera,25,09,508,9013,25,09,98851114.8598633,63524.5570684715
3879,25073,Cervià de les Garrigues,25,09,42,686,25,09,60648288.01651,44507.3796946161
3880,25074,Ciutadilla,25,09,4,204,25,09,32152682.9361572,28015.354691744
3881,25075,Clariana de Cardener,25,09,4,141,25,09,73649245.5107422,61676.7127928042
3882,25076,"Cogul, El",25,09,8,174,25,09,31028790.0661316,26453.8556074617
3883,25077,Coll de Nargó,25,09,28,574,25,09,279793834.915894,88673.9666783845
3884,25078,Corbins,25,09,41,1401,25,09,38300805.2061462,31269.8491666085
3885,25079,Cubells,25,09,10,373,25,09,71168554.1185913,46379.2399317036
3886,25081,"Espluga Calba, L'",25,09,8,375,25,09,38440315.7297363,27111.1633998877
3887,25082,Espot,25,09,6,361,25,09,179613192.600464,70155.5897793378
3888,25085,Estaràs,25,09,2,163,25,09,37723240.892334,49248.8482632422
3889,25086,Esterri d'Àneu,25,09,26,789,25,09,15806130.7005005,33130.8344131331
3890,25087,Esterri de Cardós,25,09,2,69,25,09,30453894.2949219,27154.4771595641
3891,25088,Estamariu,25,09,2,119,25,09,39258048.7929688,32798.6850597358
3892,25089,Farrera,25,09,5,126,25,09,116607031.521362,50903.2291565386
3893,25092,"Floresta, La",25,09,4,155,25,09,9844570.42004395,22478.367638122
3894,25093,Fondarella,25,09,24,794,25,09,9585214.01495361,13600.1502172935
3895,25094,Foradada,25,09,3,172,25,09,51704577.2376099,42254.5933878321
