id,lat,lon,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
eATTd77SuecGsh0HcyWxEw==,-34.5987979,-58.3944194,Recoleta,4.0,3.0,180.0,168.0,415000.0,Departamento
fYmbZ/Du1vxTkfmVx1Y6mg==,-34.5487778,-58.4699558,Saavedra,3.0,2.0,70.0,61.0,212000.0,Departamento
OaHs8CxgQMkpo48Sf+xrhQ==,-34.6284096,-58.450913,Caballito,4.0,2.0,131.0,112.0,390000.0,Departamento
9CoF2ljD7592UKdpWSrMDg==,-34.625557,-58.366534,San Telmo,4.0,1.0,66.0,61.0,99000.0,Departamento
4I+HDaAe/Pmvd/I0FbPlCA==,-34.6011397,-58.3855382,San Nicolás,5.0,1.0,140.0,130.0,270000.0,Departamento
f6YL/NVSM2kjgdvHy3f29w==,-34.5972823,-58.5019833,Villa Devoto,5.0,3.0,297.0,265.0,519000.0,Casa
hruM03yw+h/SXQwYzHXzZA==,-34.5802778,-58.4377302,Palermo,6.0,4.0,270.0,220.0,590000.0,Casa
sn80zTw5ejMq000v9BLV7A==,-34.5675141,-58.4344918,Palermo,1.0,1.0,35.0,32.0,120300.0,Departamento
2+839q0DxJ+iI/rX+hJKJQ==,-34.6149125,-58.3828845,Monserrat,1.0,1.0,29.0,29.0,60000.0,Departamento
6qD0J01ULlKLhS4FgU92Kw==,-34.6104258,-58.4085752,Balvanera,2.0,1.0,36.0,36.0,75000.0,Departamento
wrS2RLjL7nbebXS3Cc3AUw==,-34.5675141,-58.4344918,Palermo,1.0,1.0,35.0,31.0,113300.0,Departamento
wjF9HPRMge0RaWV5xU/1Fw==,-34.63378525,-58.35996628,Boca,2.0,1.0,227.0,227.0,219900.0,Casa
QbikdWb+MkhEgXH0L93w6A==,-34.62108231,-58.41807938,Almagro,2.0,1.0,80.0,70.0,159000.0,Casa
T4KVMRTIHx9HjDmca/c7CQ==,-34.61787796,-58.4065094,Balvanera,3.0,1.0,102.0,102.0,129000.0,Casa
AGbNsdeuSo79ELqKzf6hiw==,-34.61592484,-58.44060135,Caballito,3.0,2.0,120.0,120.0,215000.0,Casa
xIpd7ox4gJRmJtK1j1rqTA==,-34.61675262,-58.44186783,Caballito,4.0,3.0,200.0,150.0,295000.0,Casa
I6+AB+uEU5Z5NQEIwiuxhg==,-34.61819458,-58.44232559,Caballito,2.0,1.0,235.0,200.0,319000.0,Casa
WT5VJ81ZojTTLILOFZHQtg==,-34.616436,-58.37733841,San Telmo,1.0,1.0,50.0,50.0,70000.0,Casa
6oLzrpGEm+yOyV16pEWlCw==,-34.64070892,-58.50728226,Villa Luro,4.0,2.0,200.0,195.0,375000.0,Casa
lYyu09BAbhrAnIZjfczRWQ==,-34.61759186,-58.51849747,Villa Devoto,2.0,1.0,70.0,63.0,129000.0,Casa
Y3yadKE2Hr1sfaLyj7ji1A==,-34.65953827,-58.47979355,Villa Lugano,4.0,2.0,100.0,80.0,147500.0,Casa
O+/FGByi73PEyMy8HFV0wQ==,-34.6619873,-58.47504425,Villa Lugano,2.0,1.0,150.0,87.0,99500.0,Casa
IsD0bvKdhfR7Ihg03FVmDQ==,-34.66019821,-58.48031235,Villa Lugano,3.0,1.0,122.0,110.0,165000.0,Casa
55lsG0m4zC6Hio1Y/xwXtg==,-34.63764572,-58.43631363,Parque Chacabuco,4.0,2.0,196.0,136.0,218000.0,Casa
HQoqfNlD2/3e1q1tWR5Tkg==,-34.6015524,-58.3971495,Once,1.0,1.0,33.0,30.0,79000.0,Departamento
fGUXyRG6ZAamh+yDKH7Pqw==,-34.62548828,-58.41757965,Boedo,3.0,1.0,91.0,83.0,225000.0,Departamento
vK5cB0Y5vkLfx2sV1pkbfw==,-34.60373688,-58.41689682,Abasto,3.0,3.0,114.0,114.0,270000.0,Departamento
2tNRIZut9G/3EsDohhYJLA==,-34.62857819,-58.46717072,Flores,2.0,1.0,76.0,68.0,135000.0,Departamento
qc74pJDJVaRZMbAb+9bUdQ==,-34.62749863,-58.45609665,Flores,3.0,2.0,140.0,130.0,245000.0,Departamento
5pWMegKdaELwbsOxYTRbvA==,-34.6109581,-58.41568375,Almagro,2.0,1.0,93.0,70.0,219900.0,Departamento
ajkfwPeotoMBUKuD9n08Mg==,-34.62018585,-58.42609406,Almagro,2.0,1.0,90.0,90.0,245000.0,Departamento
2Sjgb2/6lkboyb1yudhHTw==,-34.58029938,-58.43559647,Palermo,1.0,1.0,71.0,40.0,145000.0,Departamento
jyTDYcKfHhvKVBY9Vh6D0Q==,-34.59112549,-58.41612244,Palermo,1.0,1.0,36.0,36.0,130000.0,Departamento
ZJHHMbnp36JrCSTZKXLFjQ==,-34.55287933,-58.45288467,Belgrano,1.0,1.0,48.0,46.0,185000.0,Departamento
Z/zi7cGj7pjrt5hRl51DqA==,-34.56175232,-58.46120453,Belgrano,1.0,1.0,35.0,35.0,89000.0,Departamento
Ky7iOH33LzmvFOGxJHVNVQ==,-34.55599213,-58.46325684,Belgrano,2.0,1.0,45.0,45.0,88000.0,Departamento
8KoDImXhMBMGSHwOexxmGA==,-34.603817,-58.4625323,Paternal,1.0,1.0,30.0,26.0,70000.0,Departamento
3Zkwov+ulum3lqCYFNh/Mw==,-34.5544114,-58.493132,Saavedra,1.0,1.0,40.0,40.0,105000.0,Departamento
186OYdCkXGO8LXa3OBm02Q==,-34.55591202,-58.47782516,Saavedra,2.0,1.0,60.0,60.0,149900.0,Departamento
sfC8qZtrW08jqGbaOgZnHg==,-34.6073761,-58.40356445,Balvanera,1.0,1.0,36.0,33.0,95000.0,Departamento
Sl84Avmh3yEs2pM6Y54V+A==,-34.61012268,-58.40594101,Balvanera,1.0,1.0,46.0,42.0,80000.0,Departamento
1fSO1k1eoytTOFFvfJ/mRA==,-34.6073761,-58.40356445,Balvanera,2.0,1.0,66.0,60.0,125000.0,Departamento
Q9X/jNH8VDaaAGI4W8s8MA==,-34.6204567,-58.44036484,Caballito,2.0,1.0,70.0,70.0,159500.0,Departamento
tTOI3AIg8Dzc/k2Pi+cvsw==,-34.62346649,-58.4549408,Caballito,1.0,1.0,44.0,39.0,139000.0,Departamento
Y+8GrIeOBCdH05+WYtUwCQ==,-34.61873627,-58.44391251,Caballito,1.0,1.0,40.0,38.0,118000.0,Departamento
PdaTXx+bFp1MaDwiJnpnYg==,-34.62454605,-58.44643402,Caballito,3.0,4.0,165.0,144.0,440000.0,Departamento
vp8ojqKZ9FFrDS/bfD5IPQ==,-34.61526108,-58.43527603,Caballito,1.0,1.0,29.0,29.0,67000.0,Departamento
g6tWSNjEXkmjWvk097yMsg==,-34.58171463,-58.45190811,Colegiales,2.0,1.0,53.0,53.0,129000.0,Departamento
GHjWESqRXlSUDJlnO2t2FA==,-34.56767273,-58.43180084,Las Cañitas,3.0,3.0,111.0,107.0,350000.0,Departamento
as0GxW1YPCWiaHB7RXPjng==,-34.60272598,-58.3767395,San Nicolás,3.0,1.0,70.0,70.0,175000.0,Departamento
Gguex8nUtSvlbxUi9otkUA==,-34.59621429,-58.44458008,Villa Crespo,1.0,1.0,39.0,36.0,110000.0,Departamento
P32nA80475736REJ1sQR/g==,-34.60264206,-58.43745422,Villa Crespo,2.0,1.0,67.0,60.0,175000.0,Departamento
VtFsC6cATrIbYKqHcxcUzg==,-34.61885452,-58.40159225,San Cristobal,3.0,1.0,102.0,102.0,200000.0,Departamento
URo5QKmR4K+h1hgLLYUnBw==,-34.5879869,-58.4759216,Villa Ortuzar,1.0,1.0,51.0,34.0,98000.0,Departamento
iyMZvcnoQi+NdMzcAGopFA==,-34.62949753,-58.39984131,Parque Patricios,1.0,1.0,47.0,44.0,85000.0,Departamento
SSXL3Y32NrfNGX+C19kGCg==,-34.61280823,-58.48396301,Villa del Parque,1.0,1.0,70.0,50.0,134900.0,Departamento
ORwZiejzQMt1AQEDphtekA==,-34.59859085,-58.49203491,Villa del Parque,2.0,2.0,61.0,55.0,160000.0,Departamento
IIHHezY0n1dZMEkgP4EKOg==,-34.61208344,-58.48271561,Villa del Parque,1.0,1.0,40.0,36.0,92000.0,Departamento
iaBAq/HHbPKtFDJQ5lAg5g==,-34.6409275,-58.4150722,Boedo,2.0,1.0,43.0,43.0,79000.0,Departamento
LUdp5MXp4l1IPgGTdd+o+w==,-34.586805,-58.425587,Palermo,2.0,1.0,40.0,40.0,89500.0,Departamento
pbWgJZENSfxpjsIRzBgC0A==,-34.5867231,-58.4096229,Palermo,2.0,1.0,46.0,43.0,220000.0,Departamento
ZPIRfgNcbvNcDQDiCvQ2dw==,-34.5583862,-58.4434969,Belgrano,2.0,1.0,47.0,47.0,183000.0,Departamento
4L+57YjiKIMFqbaWl59M/Q==,-34.6067463,-58.3907873,Congreso,2.0,2.0,45.0,45.0,79000.0,Departamento
B6aVtD3o6gliNJFNcJbFzQ==,-34.5849133,-58.3998592,Recoleta,2.0,1.0,50.0,43.0,270000.0,Departamento
rqX04GBojCNSmQMN567SHA==,-34.5553948,-58.4836043,Saavedra,2.0,1.0,55.0,55.0,150000.0,Departamento
pj9JdtffESmhAhFDVacDwg==,-34.6134278,-58.4429541,Caballito,2.0,1.0,40.0,40.0,125000.0,Departamento
vaLat9DchsBBPQAo/7yevw==,-34.6141542,-58.4356207,Caballito,2.0,1.0,29.0,29.0,62000.0,Departamento
xDgOeAl8WooEwycBGcpOlA==,-34.6054422,-58.4556182,Caballito,2.0,1.0,40.0,37.0,88000.0,Departamento
DPI3yKt4hHuAZ/EThemAuw==,-34.6173652,-58.378734,Monserrat,1.0,1.0,26.0,26.0,57000.0,Departamento
AqSMDqhC7x6vPAir+MofBg==,-34.6249026,-58.4129929,San Cristobal,2.0,1.0,47.0,39.0,105000.0,Departamento
xgy71vop3VPtIjLfl2FXpg==,-34.6233676,-58.5292769,Versalles,3.0,1.0,135.0,135.0,240000.0,PH
M5co4aG0BytcYoeel2wJ4w==,-34.6233676,-58.5292769,Villa Real,3.0,1.0,135.0,135.0,240000.0,PH
VIwArD3yPg+B5BuTXtwLDg==,-34.6233676,-58.5292769,Villa Devoto,3.0,1.0,135.0,135.0,240000.0,PH
r0VN5ogMMtNL0ZB0hJ1ZOg==,-34.5689479,-58.4874366,Villa Urquiza,3.0,1.0,66.0,60.0,159000.0,PH
B6PxvRy56pims0HdcHMYkg==,-34.6233676,-58.5292769,Villa Real,3.0,1.0,135.0,135.0,240000.0,Casa
9Pd8aVMDWPA4WVapALj7CA==,-34.6128441,-58.4190212,Almagro,3.0,1.0,48.0,48.0,95000.0,Departamento
g8yDbo8u97bUTeRUftIvIw==,-34.5668516,-58.4761846,Coghlan,3.0,1.0,76.0,70.0,130000.0,Departamento
eGwmb9+04su88Ieejw31/w==,-34.5829259,-58.4109178,Palermo,3.0,1.0,110.0,110.0,360000.0,Departamento
XLN+tPAwWttyAXsPi86Z7g==,-34.5850667,-58.4234548,Palermo,3.0,2.0,85.0,80.0,345000.0,Departamento
QayTBUwHPTK2dia0Sh3OBA==,-34.6161754917,-58.4590468609,Caballito,3.0,1.0,71.0,53.0,159000.0,Departamento
S3xuMVNvrXGQoSLJpQILwg==,-34.6204072,-58.4397226,Caballito,3.0,2.0,140.0,140.0,215000.0,Departamento
4OzdEHs41OpCKdjE2CMTSg==,-34.5675747,-58.4921276,Villa Urquiza,3.0,1.0,82.0,64.0,135000.0,Departamento
1zI0MHEbrK23JevKn/GFjw==,-34.6146017,-58.507736,Villa Devoto,4.0,2.0,90.0,78.0,149900.0,PH
wo54SNj249F0FXeK079rmw==,-34.6324728,-58.5189042,Versalles,4.0,2.0,323.0,173.0,290000.0,Casa
9pS6FY+rW78/7Go1RyY5hg==,-34.5972261,-58.3733137,Retiro,4.0,1.0,81.0,81.0,160000.0,Departamento
w4amvFSCBZma3yY7/Cn3Fw==,-34.6022729,-58.4313319,Almagro,4.0,1.0,134.0,125.0,270000.0,Departamento
qMqomixZ13U9xBVo96bTDQ==,-34.575167,-58.421444,Palermo,5.0,4.0,320.0,300.0,3500000.0,Departamento
EJf+aHpSa72UkV0HX9Ng4w==,-34.5663012,-58.4409531,Belgrano,4.0,3.0,193.0,165.0,550000.0,Departamento
M61lYHRrbyqj+lU/YC92/A==,-34.5908245,-58.4105883,Recoleta,3.0,1.0,71.0,71.0,260000.0,Departamento
+VjEylPAe+pmahl+BnTXKQ==,-34.5922654,-58.3913947,Recoleta,5.0,2.0,230.0,213.0,800000.0,Departamento
a5wBJAOfjoTlvtMooxpiCQ==,-34.5723357,-58.4308006,Palermo,5.0,2.0,250.0,250.0,2400000.0,Casa
/5VoOHGdJyCVQCXFZEVctA==,-34.578825,-58.4111387,Palermo,5.0,3.0,226.0,211.0,890000.0,Departamento
AGsLMTUUeXXXPRHp0pgF2w==,-34.5500548928,-58.4830905,Saavedra,2.0,1.0,38.0,35.0,98000.0,Departamento
lg3gCsqQnUutOj/WX/Q1iw==,-34.5500548928,-58.4830905,Saavedra,2.0,1.0,38.0,35.0,106000.0,Departamento
YF0hNLKs0njqG99zbyBcCw==,-34.5770898,-58.4868235,Villa Urquiza,3.0,1.0,54.0,54.0,187000.0,Departamento
eDRIRdbVqO1mBKdRJzaofA==,-34.6314405,-58.4856955,Floresta,6.0,1.0,111.0,104.0,196000.0,PH
MkiixCKjmXo/Pm4u0rKhRQ==,-34.6042979,-58.4128551,Balvanera,2.0,1.0,36.0,36.0,65000.0,Departamento
RmAaKvktyN4jjfDw5ZD+rg==,-34.600637,-58.370919,San Nicolás,4.0,2.0,96.0,96.0,145000.0,Departamento
tCNvWC5wkhZ3q7nujUJgSA==,-34.600637,-58.370919,San Nicolás,4.0,1.0,81.0,81.0,120000.0,Departamento
EVXa/JZrR7lo6gNf+rjrEQ==,-34.600637,-58.370919,San Nicolás,8.0,5.0,177.0,177.0,265000.0,Departamento
wSFsmehVGUm618R7jlBfpA==,-34.612172,-58.3975092,Congreso,1.0,1.0,28.0,28.0,55000.0,Departamento
WGE6EpMr0yf++HeUbUSsSQ==,-34.6185165,-58.3772331,San Telmo,4.0,1.0,110.0,65.0,115000.0,PH
/1pD66IVQdepCdyCruztNA==,-34.610058,-58.407075,Once,2.0,1.0,42.0,42.0,69800.0,Departamento
xJgsnXLUARzsNuJ2vXifJg==,-34.5510938,-58.4596449,Nuñez,2.0,1.0,50.0,45.0,145000.0,PH
1wbraA7x2LsspNy7Txpv8Q==,-34.5621037,-58.4683406,Coghlan,1.0,1.0,35.0,31.0,73500.0,Departamento
1ieYb5KXI+v3r8TJo3OeoQ==,-34.636103879,-58.4939312,Liniers,2.0,1.0,50.0,42.0,95000.0,Departamento
fjB/UwE4cRMvqLPrA3ECyA==,-34.6394001592,-58.5213975942,Liniers,1.0,1.0,30.0,27.0,48000.0,Departamento
ww2bLR0Tef/4fsH+vYMvAQ==,-34.5891993,-58.41976,Palermo,2.0,1.0,41.0,37.0,90000.0,Departamento
R0SdBb+bZUGGIzcNdCmepQ==,-34.5903425,-58.4033295,Recoleta,2.0,1.0,45.0,37.0,112000.0,Departamento
zjUbJWI1hcoJ2IX4P3RSkg==,-34.597112169,-58.3969688416,Recoleta,2.0,1.0,45.0,39.0,96000.0,Departamento
aJjhKj3XgGk0KcQh5E9s5w==,-34.5952011,-58.410124,Barrio Norte,2.0,1.0,35.0,35.0,90000.0,Departamento
byQHVZfWhOG3AaUfkPvhlA==,-34.6233291,-58.3917916,San Cristobal,2.0,1.0,37.0,36.0,60000.0,Departamento
mdzrce7+d50mrAJ2MZ/sPQ==,-34.6463264181,-58.4709671566,Parque Avellaneda,2.0,1.0,65.0,54.0,109000.0,PH
53kYcyFkmee9TyTlQLCMSA==,-34.6394892,-58.4690898,Flores,3.0,1.0,66.0,37.0,68999.0,PH
giXpmw2YpaIv+0ShDZ4otg==,-34.6229931,-58.4612084,Flores,3.0,2.0,90.0,60.0,140000.0,PH
nbt+CeZI692rH1ZhazLfpQ==,-34.6053768,-58.4171071,Almagro,3.0,1.0,65.0,61.0,179000.0,Departamento
BtbFb2LombtLBeN4fmp7bA==,-34.5825491,-58.41735,Palermo,4.0,2.0,353.0,180.0,545000.0,Departamento
PFQ9CBr4GOrnpYSlSwlyDA==,-34.5819781,-58.430423,Palermo,3.0,2.0,110.0,110.0,620000.0,Departamento
CnJV0IvRC8AS7feC9TzG0Q==,-34.5518795,-58.4431926,Belgrano,4.0,3.0,275.0,275.0,980000.0,Departamento
N5qEBfdt6r8dbr0G+L99HQ==,-34.5518795,-58.4431926,Belgrano,3.0,3.0,275.0,160.0,980000.0,Departamento
kgtmV1E3JzKGGzg/i9BxeQ==,-34.553144,-58.482756,Saavedra,3.0,1.0,61.0,52.0,125000.0,Departamento
j1gFp4K4KWQQiLWfL5O3ag==,-34.6260269,-58.4477717,Caballito,3.0,1.0,111.0,58.0,156000.0,Departamento
i4UIWhvWvJU9UPgx8jZ+KA==,-34.586984,-58.4111458,Barrio Norte,3.0,1.0,85.0,75.0,216000.0,Departamento
S8/nSfPcsyLKvtBwNeMD6w==,-34.5998902,-58.4351457,Villa Crespo,3.0,1.0,84.0,56.0,170000.0,Departamento
dcNLNl8+hKeZpgvRDAwBBA==,-34.6018262,-58.4369967,Villa Crespo,3.0,1.0,56.0,54.0,110000.0,Departamento
D2rszjbh9O+Z4DMzdC2uYg==,-34.6203276,-58.4639793,Flores,4.0,1.0,68.0,67.0,160000.0,Departamento
uQh6QkpRoMCEH/mpsy6aHQ==,-34.5363851,-58.4674993,Nuñez,4.0,2.0,76.0,76.0,210000.0,Departamento
fQpwBTXX7rMGWyaJd3rNZQ==,-34.5547268632,-58.4512255455,Nuñez,4.0,3.0,200.0,190.0,629000.0,Departamento
hD3jvsM7W0SderfHNCZrUQ==,-34.579870046,-58.4242691375,Palermo,4.0,3.0,100.0,90.0,195000.0,Departamento
f/zxIe8qTKSAn9TjwVU/xg==,-34.5815016,-58.4048505,Palermo,4.0,2.0,151.0,120.0,490000.0,Departamento
a7kHyt+wrl6G7Y+Gz079rA==,-34.5879166,-58.3857515,Recoleta,4.0,3.0,110.0,105.0,380000.0,Departamento
8jstOUZlF/j2hKDoZRq6zg==,-34.5962747,-58.3948134,Recoleta,6.0,4.0,312.0,264.0,580000.0,Departamento
47MJLtVne0hQBHKKBRPd3A==,-34.6033734,-58.5129073,Villa Devoto,4.0,3.0,143.0,122.0,490000.0,Departamento
hQSwwUgYLKVnpasdmPcJaA==,-34.642092,-58.370811,Barracas,5.0,1.0,420.0,240.0,240000.0,Casa
4rjuI8HgIbNeLkJMvtIuOg==,-34.6344961,-58.3631337,Boca,1.0,1.0,31.0,31.0,42000.0,Departamento
aoKLWSXbgvNTvPP71e4/sw==,-34.612302,-58.4019717,Once,1.0,1.0,22.0,22.0,41900.0,Departamento
nkVXLfea1t7ta3L7T5Yxdg==,-34.6269986,-58.4199341,Boedo,1.0,1.0,33.0,33.0,83000.0,Departamento
CRnfv6S8CKogvqj+6W5b1Q==,-34.6387607,-58.5277986,Liniers,1.0,1.0,24.0,24.0,43000.0,Departamento
HvjdC3Oc3XJs3ox0MTfl0g==,-34.5680139,-58.4329638,Palermo,1.0,1.0,35.0,35.0,100000.0,Departamento
O+zxIsQGqQSPJOmZtpadOg==,-34.59064865,-58.42704773,Palermo,5.0,5.0,500.0,433.0,1200000.0,Departamento
T7sGqN6KxzMO/SKPPgwopg==,-34.57244492,-58.42062378,Palermo,5.0,4.0,193.0,173.0,885000.0,Departamento
z+qANwG9HO5NWaxnsl+m6A==,-34.5544188,-58.4675029,Belgrano,1.0,1.0,36.0,31.0,95000.0,Departamento
ayaG5xjAI3N/JbBUc5zl4A==,-34.669317,-58.5060579,Mataderos,3.0,1.0,90.0,90.0,95000.0,Casa
ervOBnVR1z5VPnTDS5goZA==,-34.6000662,-58.3782068,San Nicolás,1.0,1.0,32.0,32.0,70000.0,Departamento
n20i8Ly4hS+Q1cMNCFcqcA==,-34.5930173,-58.443227,Villa Crespo,1.0,1.0,36.0,36.0,84990.0,Departamento
dZrKfUfyctHr/8mWKTFvJg==,-34.60525131,-58.45042038,Villa Crespo,1.0,2.0,47.0,47.0,118000.0,Departamento
yCymV+Ku42XXyv8qUrmfGw==,-34.629817887,-58.4686440418,Flores,2.0,1.0,47.0,47.0,84000.0,Departamento
5c0P1kPOve19jgwL9zeeNA==,-34.6296942932,-58.4686225841,Flores,2.0,1.0,47.0,47.0,84000.0,Departamento
GiPW5GFzuxGZfYXYEdRrNw==,-34.6056856,-58.4155035,Almagro,2.0,1.0,48.0,31.0,89000.0,Departamento
euhElidIfIhHCB1o2ydJQA==,-34.5965829,-58.4113165,Palermo,1.0,1.0,33.0,28.0,86925.0,Departamento
Vxdjaz7Aydzu1jSiYeU4VQ==,-34.5965829,-58.4113165,Palermo,1.0,1.0,43.0,37.0,113160.0,Departamento
pbU69uIbYp1C2HUaMpXbEw==,-34.5965829,-58.4113165,Palermo,1.0,1.0,43.0,37.0,108125.0,Departamento
JwEsLsAFyptD1ofjmKu3sg==,-34.5965829,-58.4113165,Palermo,1.0,1.0,28.0,28.0,88350.0,Departamento
BvTYCtTwMEcJUZm3QuELWw==,-34.5965829,-58.4113165,Palermo,1.0,1.0,34.0,28.0,103350.0,Departamento
eqP6GHDO7yjoG9T71Soo7w==,-34.5965829,-58.4113165,Palermo,1.0,1.0,36.0,31.0,84870.0,Departamento
K4pdAU+KKyR5v5zQPg6STA==,-34.585352,-58.4112983,Palermo,1.0,1.0,20.0,18.0,58000.0,Departamento
tFIciLaRJumvM/RRMXbRSA==,-34.5544188,-58.4675029,Belgrano,2.0,1.0,56.0,46.0,142000.0,Departamento
ojVBJHDeI4JJXjSve7KN9Q==,-34.5585642,-58.4457751,Belgrano,2.0,2.0,65.0,55.0,190000.0,Departamento
9WVPu2ufssIrQ7AcImyJDw==,-34.625778,-58.4860348,Floresta,2.0,1.0,40.0,40.0,65000.0,Departamento
C2HIZIXXZPEqXVa584LsqA==,-34.5959265,-58.3962077,Recoleta,2.0,1.0,40.0,40.0,140000.0,Departamento
u7YCMGnsJgRzIPe8JjPk5g==,-34.6008025,-58.4056625,Balvanera,2.0,1.0,40.0,40.0,87000.0,Departamento
wRCrmFgSjsh5kwU+vrwZOA==,-34.6174089,-58.4493908,Caballito,1.0,1.0,30.0,30.0,83900.0,Departamento
yoLdc36JNeSdOQIsS4timw==,-34.6240345,-58.4330827,Caballito,2.0,1.0,30.0,30.0,69000.0,Departamento
TCxRsRzFi9NfIjwIiYUFEg==,-34.5791632,-58.4557246,Colegiales,1.0,1.0,25.0,25.0,51000.0,Departamento
pDzOexjJd+i0LUz2pQ37mQ==,-34.5791632,-58.4557246,Colegiales,1.0,1.0,30.0,25.0,50490.0,Departamento
7GS3jnl5dkeAN+mSWynnpA==,-34.5890543627,-58.4070161979,Barrio Norte,2.0,1.0,38.0,38.0,90000.0,Departamento
r1jdh+kl18fIANGpfpuUAQ==,-34.5912345,-58.4041827,Barrio Norte,2.0,1.0,59.0,55.0,278000.0,Departamento
Rog/EWQDfyX0f0p7paBXCA==,-34.6004989,-58.3796978,San Nicolás,2.0,1.0,34.0,34.0,85000.0,Departamento
7ZF0JqLFZJFMTSz9Ge/YQQ==,-34.6072181,-58.3825041,San Nicolás,2.0,1.0,50.0,46.0,79900.0,Departamento
6wPlB+ebBZv9wNMaaCYtVg==,-34.5904695,-58.5146417,Villa Devoto,2.0,1.0,43.0,37.0,109000.0,Departamento
0lUby1tYBUrn4WE6rBjjEw==,-34.6092407,-58.3627353,Puerto Madero,2.0,1.0,60.0,55.0,285000.0,Departamento
2wWfdJfCEO37j5PSneLLDQ==,-34.5711429,-58.4805521,Villa Urquiza,2.0,1.0,42.0,35.0,84000.0,Departamento
lOilBhain4YPZh6e9sUQ+Q==,-34.5742948,-58.4814889,Villa Urquiza,2.0,1.0,38.0,38.0,125000.0,Departamento
JWRcJkK73+duJ07ZLTFuFg==,-34.5682095,-58.4862184,Villa Urquiza,1.0,1.0,34.0,30.0,100000.0,Departamento
yfyVufJSBlAl/zBMwfqJ3g==,-34.5790276,-58.4919719,Villa Urquiza,1.0,1.0,32.0,30.0,78000.0,Departamento
qz7Rlq1O6bom678ngYO/Hg==,-34.5791185,-58.4385378,Palermo,3.0,1.0,73.0,66.0,298000.0,Departamento
yq8COla4eC5y9Yji1esSrw==,-34.5820122,-58.4300277,Palermo,3.0,2.0,85.0,85.0,465000.0,Departamento
BZDDHAyxyZuzj1qygSAF7A==,-34.5795764,-58.4156432,Palermo,3.0,1.0,87.0,87.0,280000.0,Departamento
79wHUUzA8VkLlwbIpsDFFA==,-34.6133247,-58.3884462,Belgrano,3.0,2.0,68.0,65.0,220000.0,Departamento
e+wMW6fmm1XO3O1XBCyGcw==,-34.5696211,-58.4431779,Belgrano,3.0,1.0,81.0,69.0,220000.0,Departamento
NDSClnNWUB1Ll9k2k5676Q==,-34.5554326,-58.4583837,Belgrano,3.0,2.0,81.0,81.0,545000.0,Departamento
jfRNJ52811vrKiMZsr4OFw==,-34.6320273,-58.4848993,Floresta,3.0,1.0,76.0,76.0,225000.0,Departamento
OEvwOR8xNjLqJZf126smnA==,-34.5941624,-58.400011,Recoleta,3.0,1.0,82.0,82.0,250000.0,Departamento
eCCmWDrvBJGVLALa/m3AHw==,-34.5861418,-58.3957999,Recoleta,3.0,2.0,85.0,85.0,385000.0,Departamento
QgQiA+q3WWqnCo6fJ4Fy/Q==,-34.593787,-58.4006616,Recoleta,3.0,1.0,70.0,70.0,225000.0,Departamento
b3c1HjxtgoPoSZ/yL9H+hw==,-34.6265244,-58.4531168,Caballito,3.0,2.0,62.0,60.0,153000.0,Departamento
WA8CaAQVXyUOMP6FuTTYmw==,-34.6058979,-58.452164,Caballito,3.0,1.0,50.0,44.0,88000.0,Departamento
w1We3+a6S3+p9BPp1mIT2Q==,-34.5829336,-58.4514013,Chacarita,3.0,1.0,66.0,60.0,125000.0,Departamento
vXOufKc+hUIKRQEIFCcr8Q==,-34.6621304,-58.5136945,Mataderos,4.0,1.0,86.0,48.0,159000.0,PH
XdoeMWCk0iBmkgiOTcILRw==,-34.5716697,-58.4559217,Colegiales,3.0,3.0,90.0,81.0,215000.0,Departamento
nMOaMz7Q8lY/gGJXYgJLvQ==,-34.5844249,-58.446606,Colegiales,3.0,2.0,100.0,76.0,340000.0,Departamento
mcY9N8UUlLUJXBNUpOPQfA==,-34.5942846,-58.3770069,Barrio Norte,3.0,1.0,64.0,64.0,145000.0,Departamento
/+Lfjv4IXcbqggCfd3XByQ==,-34.5926072,-58.3947468,Barrio Norte,3.0,1.0,53.0,44.0,159000.0,Departamento
yLzS8rxz3zk09UdA07pkCg==,-34.6089118,-58.3882856,San Nicolás,3.0,1.0,70.0,70.0,155000.0,Departamento
ZdWliP/+zavpjTGBsNEmGA==,-34.597019,-58.4541047,Villa Crespo,3.0,1.0,78.0,70.0,175000.0,Departamento
jz5rizb/K3b4MUDgWADN4A==,-34.6018262,-58.4369967,Villa Crespo,3.0,1.0,56.0,54.0,120000.0,Departamento
NXnTPwN6/jWcPmq6wkJK6Q==,-34.5989892,-58.4397599,Villa Crespo,3.0,1.0,85.0,73.0,220000.0,Departamento
Yt0UA9ks+QJXK3cvv5ifhg==,-34.6034782,-58.4565102,Villa Crespo,3.0,1.0,75.0,66.0,125000.0,Departamento
iovXlVOF1j8pFt2Mbskmgg==,-34.617669,-58.5188161,Villa Devoto,3.0,1.0,76.0,56.0,160000.0,PH
1GNsFzlS6I+Z1xKlP9yf/g==,-34.6729225,-58.4810744,Villa Lugano,3.0,2.0,75.0,70.0,165000.0,Departamento
K6B9OOhKD/67u+85JI4Jtg==,-34.6212435,-58.3984243,San Cristobal,2.0,1.0,46.0,46.0,88000.0,PH
k6tH5LoEK5LmRCsrpEz4Dg==,-34.644991,-58.4061857,Parque Patricios,3.0,2.0,227.0,186.0,150000.0,PH
